bugid,status,pri,,,,,,,
116892,Fixed,2,,,,,,,
116906,Fixed,20,,,,,,,
116907,Verified,2,,,,,,,
116913,Verified,1,,,,,,,
116923,Verified,2,,,,,,,
116927,Fixed,1,,,,,,,
116932,Verified,2,,,,,,,
116934,Verified,2,,,,,,,
116939,Fixed,2,,,,,,,
116940,Verified,1,,,,,,,
116944,Verified,2,,,,,,,
116945,Fixed,2,,,,,,,
116948,Verified,1,,,,,,,
116950,WontFix,2,,,,,,,
116954,Started,2,,,,,,,
116961,Verified,2,,,,,,,
116977,Verified,2,,,,,,,
116978,Verified,2,,,,,,,
116984,Fixed,2,,,,,,,
116987,Verified,1,,,,,,,
116994,Fixed,All,,,,,,,
116995,Verified,2,,,,,,,
116996,Verified,2,,,,,,,
117002,Fixed,2,,,,,,,
117005,Verified,1,,,,,,,
117006,Fixed,2,,,,,,,
117010,Fixed,2,,,,,,,
117012,Fixed,1,,,,,,,
117015,Fixed,2,,,,,,,
117018,Verified,1,,,,,,,
117021,Fixed,1,,,,,,,
117026,Fixed,2,,,,,,,
117027,Fixed,1,,,,,,,
117030,Fixed,2,,,,,,,
117033,Fixed,2,,,,,,,
117043,Fixed,2,,,,,,,
117044,Fixed,2,,,,,,,
117048,Fixed,2,,,,,,,
117057,Verified,2,,,,,,,
117059,Fixed,2,,,,,,,
117060,Fixed,2,,,,,,,
117062,Fixed,2,,,,,,,
117063,Fixed,2,,,,,,,
117067,Verified,1,,,,,,,
117068,Fixed,1,,,,,,,
117070,Verified,2,,,,,,,
117073,Verified,3,,,,,,,
117074,Fixed,1,,,,,,,
117075,Verified,1,,,,,,,
117080,Fixed,2,,,,,,,
117081,Verified,1,,,,,,,
117085,Verified,2,,,,,,,
117086,Verified,2,,,,,,,
117087,Verified,2,,,,,,,
117090,Verified,1,,,,,,,
117092,Fixed,2,,,,,,,
117096,Verified,2,,,,,,,
117098,Fixed,2,,,,,,,
117099,Verified,2,,,,,,,
117101,Verified,1,,,,,,,
117103,Fixed,2,,,,,,,
117125,Fixed,1,,,,,,,
117148,Assigned,2,,,,,,,
117154,Fixed,2,,,,,,,
117157,WontFix,1,,,,,,,
117162,WontFix,3,,,,,,,
117168,Fixed,2,,,,,,,
117169,Fixed,3,,,,,,,
117173,Fixed,2,,,,,,,
117176,Assigned,2,,,,,,,
117184,Verified,2,,,,,,,
117186,Verified,1,,,,,,,
117187,Fixed,2,,,,,,,
117195,Fixed,2,,,,,,,
117196,Verified,3,,,,,,,
117197,Verified,2,,,,,,,
117199,Fixed,2,,,,,,,
117201,Fixed,2,,,,,,,
117205,Fixed,2,,,,,,,
117207,Fixed,3,,,,,,,
117208,Duplicate,2,,,,,,,
117209,Verified,1,,,,,,,
117211,Fixed,2,,,,,,,
117212,Fixed,2,,,,,,,
117213,Fixed,2,,,,,,,
117214,Fixed,2,,,,,,,
117215,Fixed,2,,,,,,,
117217,Fixed,1,,,,,,,
117223,Fixed,1,,,,,,,
117230,Fixed,1,,,,,,,
117236,Fixed,2,,,,,,,
117237,Verified,1,,,,,,,
117238,Verified,2,,,,,,,
117244,Fixed,2,,,,,,,
117245,Fixed,2,,,,,,,
117246,Verified,1,,,,,,,
117252,Fixed,3,,,,,,,
117254,Fixed,2,,,,,,,
117255,Fixed,2,,,,,,,
117258,Fixed,2,,,,,,,
117259,Fixed,2,,,,,,,
117261,Started,3,,,,,,,
117262,Fixed,Platform-Extensions,,,,,,,
117264,Fixed,1,,,,,,,
117267,Started,2,,,,,,,
117268,Verified,1,,,,,,,
117270,Verified,1,,,,,,,
117274,Fixed,2,,,,,,,
117278,Fixed,2,,,,,,,
117282,Fixed,2,,,,,,,
117284,Verified,1,,,,,,,
117287,Fixed,2,,,,,,,
117291,Fixed,2,,,,,,,
117300,Verified,2,,,,,,,
117301,Verified,2,,,,,,,
117303,Verified,2,,,,,,,
117310,Untriaged,2,,,,,,,
117317,Fixed,1,,,,,,,
117323,Fixed,2,,,,,,,
117333,WontFix,2,,,,,,,
117335,Verified,1,,,,,,,
117341,Fixed,1,,,,,,,
117347,Fixed,0,,,,,,,
117348,Assigned,2,,,,,,,
117365,Duplicate,1,,,,,,,
117368,Fixed,1,,,,,,,
117371,Fixed,1,,,,,,,
117372,Verified,1,,,,,,,
117389,Duplicate,2,,,,,,,
117396,Verified,1,,,,,,,
117403,Fixed,2,,,,,,,
117405,Assigned,2,,,,,,,
117407,Fixed,3,,,,,,,
117411,Fixed,2,,,,,,,
117417,Verified,1,,,,,,,
117418,Fixed,1,,,,,,,
117420,Verified,1,,,,,,,
117422,Fixed,2,,,,,,,
117424,Fixed,2,,,,,,,
117431,Verified,1,,,,,,,
117433,Verified,2,,,,,,,
117436,Fixed,2,,,,,,,
117440,Assigned,3,,,,,,,
117441,Verified,2,,,,,,,
117446,Fixed,2,,,,,,,
117451,Fixed,2,,,,,,,
117452,Fixed,3,,,,,,,
117453,Verified,1,,,,,,,
117456,Fixed,2,,,,,,,
117462,Fixed,1,,,,,,,
117468,Fixed,1,,,,,,,
117469,Verified,0,,,,,,,
117470,Verified,1,,,,,,,
117473,Verified,2,,,,,,,
117474,Fixed,2,,,,,,,
117475,Fixed,2,,,,,,,
117476,Fixed,2,,,,,,,
117478,ExternalDependency,2,,,,,,,
117480,Fixed,2,,,,,,,
117481,Verified,2,,,,,,,
117483,Fixed,2,,,,,,,
117485,Duplicate,1,,,,,,,
117487,Verified,1,,,,,,,
117491,Fixed,2,,,,,,,
117493,Fixed,3,,,,,,,
117494,Duplicate,2,,,,,,,
117497,Verified,2,,,,,,,
117498,Fixed,2,,,,,,,
117512,Fixed,0,,,,,,,
117517,Verified,3,,,,,,,
117519,Verified,2,,,,,,,
117520,Fixed,2,,,,,,,
117538,Fixed,3,,,,,,,
117539,Duplicate,3,,,,,,,
117542,Verified,1,,,,,,,
117544,Fixed,2,,,,,,,
117554,Verified,2,,,,,,,
117559,Fixed,3,,,,,,,
117564,Fixed,2,,,,,,,
117565,Fixed,2,,,,,,,
117566,Verified,2,,,,,,,
117567,Verified,Stable,,,,,,,
117569,Fixed,2,,,,,,,
117573,Fixed,1,,,,,,,
117587,Fixed,3,,,,,,,
117594,Fixed,2,,,,,,,
117598,Fixed,2,,,,,,,
117603,Fixed,1,,,,,,,
117608,Fixed,2,,,,,,,
117615,Verified,2,,,,,,,
117616,Fixed,2,,,,,,,
117620,Verified,1,,,,,,,
117621,Fixed,2,,,,,,,
117624,Fixed,1,,,,,,,
117626,Untriaged,2,,,,,,,
117627,Fixed,1,,,,,,,
117632,Fixed,3,,,,,,,
117633,Fixed,3,,,,,,,
117634,Fixed,3,,,,,,,
117635,Fixed,3,,,,,,,
117637,Verified,2,,,,,,,
117638,Available,3,,,,,,,
117639,Fixed,3,,,,,,,
117642,Verified,3,,,,,,,
117643,Fixed,3,,,,,,,
117644,Fixed,2,,,,,,,
117645,Fixed,2,,,,,,,
117646,Fixed,2,,,,,,,
117648,Fixed,1,,,,,,,
117649,Fixed,2,,,,,,,
117653,Fixed,2,,,,,,,
117662,Fixed,3,,,,,,,
117668,Fixed,1,,,,,,,
117671,Fixed,1,,,,,,,
117679,Assigned,2,,,,,,,
117682,Verified,1,,,,,,,
117687,Fixed,1,,,,,,,
117704,Verified,1,,,,,,,
117715,Verified,1,,,,,,,
117720,Verified,1,,,,,,,
117725,Fixed,2,,,,,,,
117730,Verified,2,,,,,,,
117734,Fixed,2,,,,,,,
117745,Fixed,1,,,,,,,
117755,Fixed,2,,,,,,,
117758,Verified,1,,,,,,,
117760,Fixed,2,,,,,,,
117761,Fixed,2,,,,,,,
117768,Fixed,2,,,,,,,
117770,Fixed,2,,,,,,,
117775,Fixed,2,,,,,,,
117778,Fixed,2,,,,,,,
117784,Fixed,2,,,,,,,
117789,Fixed,2,,,,,,,
117791,Fixed,1,,,,,,,
117796,Fixed,2,,,,,,,
117828,Fixed,3,,,,,,,
117829,Verified,3,,,,,,,
117830,Fixed,3,,,,,,,
117832,Fixed,2,,,,,,,
117836,Fixed,3,,,,,,,
117837,Verified,2,,,,,,,
117838,Started,3,,,,,,,
117839,Fixed,2,,,,,,,
117841,Verified,2,,,,,,,
117850,Fixed,2,,,,,,,
117857,Verified,1,,,,,,,
117871,Fixed,3,,,,,,,
117883,Fixed,1,,,,,,,
117889,Fixed,2,,,,,,,
117893,Fixed,2,,,,,,,
117894,Fixed,2,,,,,,,
117895,Fixed,2,,,,,,,
117896,Fixed,2,,,,,,,
117897,WontFix,2,,,,,,,
117899,Fixed,2,,,,,,,
117912,Verified,All,,,,,,,
117914,Fixed,3,,,,,,,
117915,Verified,1,,,,,,,
117916,Fixed,1,,,,,,,
117920,Fixed,2,,,,,,,
117921,Assigned,2,,,,,,,
117923,Verified,3,,,,,,,
117925,Verified,1,,,,,,,
117927,Assigned,2,,,,,,,
117929,Verified,2,,,,,,,
117931,Fixed,2,,,,,,,
117940,Fixed,2,,,,,,,
117945,Verified,1,,,,,,,
117949,Assigned,2,,,,,,,
117950,Verified,1,,,,,,,
117952,Verified,2,,,,,,,
117955,Fixed,2,,,,,,,
117959,Fixed,3,,,,,,,
117973,Fixed,2,,,,,,,
117977,WontFix,2,,,,,,,
117986,Verified,2,,,,,,,
117987,Fixed,2,,,,,,,
117995,Duplicate,2,,,,,,,
117997,Fixed,2,,,,,,,
117999,Verified,3,,,,,,,
118003,Verified,1,,,,,,,
118005,Fixed,2,,,,,,,
118012,Fixed,2,,,,,,,
118015,Verified,1,,,,,,,
118022,Fixed,2,,,,,,,
118024,Verified,2,,,,,,,
118028,Fixed,2,,,,,,,
118031,Fixed,1,,,,,,,
118033,Fixed,3,,,,,,,
118036,Verified,1,,,,,,,
118040,Duplicate,2,,,,,,,
118054,Fixed,2,,,,,,,
118055,Fixed,2,,,,,,,
118060,Fixed,3,,,,,,,
118062,Fixed,2,,,,,,,
118067,Fixed,2,,,,,,,
118068,Fixed,1,,,,,,,
118070,Fixed,1,,,,,,,
118075,Verified,2,,,,,,,
118081,pal...@google.com,Bug,,All,,,,,
118087,Fixed,2,,,,,,,
118091,Fixed,2,,,,,,,
118092,Verified,2,,,,,,,
118099,Fixed,2,,,,,,,
118109,Verified,1,,,,,,,
118111,Verified,1,,,,,,,
118114,Verified,2,,,,,,,
118115,Verified,2,,,,,,,
118116,Verified,2,,,,,,,
118117,Verified,2,,,,,,,
118123,Fixed,2,,,,,,,
118124,Verified,2,,,,,,,
118126,Verified,2,,,,,,,
118129,Verified,1,,,,,,,
118130,Verified,2,,,,,,,
118132,Verified,1,,,,,,,
118136,Fixed,2,,,,,,,
118139,Verified,2,,,,,,,
118142,Fixed,2,,,,,,,
118144,Available,2,,,,,,,
118148,Verified,1,,,,,,,
118159,Verified,2,,,,,,,
118163,Fixed,2,,,,,,,
118165,Fixed,2,,,,,,,
118168,Fixed,2,,,,,,,
118196,Fixed,2,,,,,,,
118203,Available,2,,,,,,,
118211,Fixed,1,,,,,,,
118216,Archived,2,,,,,,,
118217,Verified,2,,,,,,,
118220,Fixed,2,,,,,,,
118223,Fixed,1,,,,,,,
118224,Assigned,3,,,,,,,
118225,Fixed,1,,,,,,,
118226,Fixed,1,,,,,,,
118228,Untriaged,2,,,,,,,
118230,Fixed,3,,,,,,,
118231,Verified,2,,,,,,,
118237,Fixed,2,,,,,,,
118240,Duplicate,1,,,,,,,
118243,Fixed,2,,,,,,,
118244,Fixed,1,,,,,,,
118246,Fixed,2,,,,,,,
118247,Verified,2,,,,,,,
118252,Duplicate,2,,,,,,,
118255,Fixed,2,,,,,,,
118258,Verified,1,,,,,,,
118263,Fixed,2,,,,,,,
118268,Fixed,2,,,,,,,
118269,Fixed,2,,,,,,,
118275,Verified,1,,,,,,,
118277,Fixed,2,,,,,,,
118280,Fixed,2,,,,,,,
118293,Fixed,2,,,,,,,
118298,Fixed,2,,,,,,,
118301,Fixed,1,,,,,,,
118305,Verified,1,,,,,,,
118306,Verified,2,,,,,,,
118308,Fixed,2,,,,,,,
118312,Fixed,3,,,,,,,
118317,Fixed,2,,,,,,,
118319,Assigned,1,,,,,,,
118321,Fixed,2,,,,,,,
118322,Verified,2,,,,,,,
118323,Verified,2,,,,,,,
118325,Fixed,1,,,,,,,
118326,Verified,2,,,,,,,
118328,Verified,2,,,,,,,
118329,Fixed,2,,,,,,,
118330,Fixed,2,,,,,,,
118336,Fixed,2,,,,,,,
118345,Duplicate,2,,,,,,,
118348,Verified,1,,,,,,,
118357,Verified,1,,,,,,,
118363,Verified,2,,,,,,,
118365,Fixed,2,,,,,,,
118367,Fixed,2,,,,,,,
118368,Verified,1,,,,,,,
118370,Fixed,2,,,,,,,
118371,Available,2,,,,,,,
118376,Fixed,3,,,,,,,
118384,Fixed,2,,,,,,,
118387,Fixed,1,,,,,,,
118390,Fixed,2,,,,,,,
118398,Fixed,2,,,,,,,
118402,Unconfirmed,2,,,,,,,
118403,Fixed,1,,,,,,,
118404,Fixed,2,,,,,,,
118405,Verified,1,,,,,,,
118410,Fixed,1,,,,,,,
118412,Fixed,3,,,,,,,
118414,Fixed,1,,,,,,,
118416,Verified,1,,,,,,,
118420,Fixed,3,,,,,,,
118422,Fixed,1,,,,,,,
118424,Verified,2,,,,,,,
118425,Untriaged,2,,,,,,,
118427,Assigned,2,,,,,,,
118431,Fixed,3,,,,,,,
118432,Verified,3,,,,,,,
118440,Fixed,2,,,,,,,
118455,Fixed,1,,,,,,,
118458,Fixed,1,,,,,,,
118460,Fixed,2,,,,,,,
118470,Assigned,2,,,,,,,
118471,Verified,1,,,,,,,
118473,Fixed,2,,,,,,,
118476,Fixed,2,,,,,,,
118478,Fixed,2,,,,,,,
118479,Fixed,2,,,,,,,
118486,Fixed,1,,,,,,,
118491,Fixed,3,,,,,,,
118499,Fixed,2,,,,,,,
118500,Verified,1,,,,,,,
118505,Fixed,2,,,,,,,
118507,Started,2,,,,,,,
118508,Fixed,2,,,,,,,
118511,Fixed,3,,,,,,,
118513,Fixed,3,,,,,,,
118514,Assigned,2,,,,,,,
118517,Verified,1,,,,,,,
118521,Verified,1,,,,,,,
118524,Fixed,2,,,,,,,
118527,Verified,2,,,,,,,
118530,Fixed,2,,,,,,,
118533,Fixed,1,,,,,,,
118541,Verified,2,,,,,,,
118542,WontFix,3,,,,,,,
118547,Verified,1,,,,,,,
118548,Fixed,2,,,,,,,
118564,Available,2,,,,,,,
118565,Fixed,2,,,,,,,
118571,Verified,2,,,,,,,
118572,Verified,2,,,,,,,
118573,Fixed,1,,,,,,,
118575,Verified,2,,,,,,,
118578,WontFix,2,,,,,,,
118581,Fixed,2,,,,,,,
118591,Fixed,2,,,,,,,
118595,Fixed,2,,,,,,,
118608,Verified,1,,,,,,,
118609,Assigned,2,,,,,,,
118611,Verified,2,,,,,,,
118618,Verified,1,,,,,,,
118620,Fixed,1,,,,,,,
118621,Fixed,1,,,,,,,
118622,Fixed,1,,,,,,,
118626,Verified,2,,,,,,,
118655,Fixed,2,,,,,,,
118656,Fixed,2,,,,,,,
118658,Verified,2,,,,,,,
118659,Fixed,2,,,,,,,
118664,Fixed,2,,,,,,,
118665,Fixed,2,,,,,,,
118670,Fixed,2,,,,,,,
118671,Fixed,1,,,,,,,
118672,Fixed,1,,,,,,,
118673,Fixed,2,,,,,,,
118679,Fixed,1,,,,,,,
118683,WontFix,2,,,,,,,
118684,Verified,1,,,,,,,
118685,Duplicate,1,,,,,,,
118686,Fixed,1,,,,,,,
118687,Fixed,2,,,,,,,
118688,Verified,2,,,,,,,
118691,Fixed,2,,,,,,,
118692,Duplicate,2,,,,,,,
118697,Fixed,2,,,,,,,
118699,Verified,1,,,,,,,
118705,Verified,1,,,,,,,
118706,Fixed,1,,,,,,,
118707,Verified,1,,,,,,,
118708,Verified,2,,,,,,,
118711,Fixed,3,,,,,,,
118713,Verified,2,,,,,,,
118714,Fixed,1,,,,,,,
118719,Verified,1,,,,,,,
118721,Fixed,1,,,,,,,
118728,Available,2,,,,,,,
118729,Verified,1,,,,,,,
118730,WontFix,2,,,,,,,
118731,Fixed,2,,,,,,,
118733,Fixed,2,,,,,,,
118755,Fixed,1,,,,,,,
118772,Fixed,2,,,,,,,
118795,Verified,3,,,,,,,
118797,Fixed,1,,,,,,,
118799,Verified,2,,,,,,,
118823,Verified,1,,,,,,,
118828,Verified,1,,,,,,,
118830,Fixed,2,,,,,,,
118833,Verified,1,,,,,,,
118835,Fixed,2,,,,,,,
118850,Fixed,1,,,,,,,
118852,Fixed,2,,,,,,,
118857,Fixed,2,,,,,,,
118861,Verified,1,,,,,,,
118862,Verified,1,,,,,,,
118872,Available,2,,,,,,,
118873,Verified,2,,,,,,,
118874,Assigned,2,,,,,,,
118879,Fixed,2,,,,,,,
118882,Verified,1,,,,,,,
118883,Started,1,,,,,,,
118890,Duplicate,2,,,,,,,
118913,Fixed,3,,,,,,,
118914,Fixed,2,,,,,,,
118915,Fixed,2,,,,,,,
118918,Fixed,2,,,,,,,
118926,Verified,2,,,,,,,
118927,Fixed,1,,,,,,,
118928,Fixed,2,,,,,,,
118932,Fixed,1,,,,,,,
118933,Fixed,1,,,,,,,
118934,Fixed,1,,,,,,,
118935,Verified,1,,,,,,,
118938,WontFix,1,,,,,,,
118941,Fixed,1,,,,,,,
118943,Fixed,3,,,,,,,
118944,Assigned,2,,,,,,,
118945,Fixed,1,,,,,,,
118949,Fixed,2,,,,,,,
118952,Fixed,1,,,,,,,
118954,Fixed,1,,,,,,,
118956,Fixed,1,,,,,,,
118960,Fixed,1,,,,,,,
118967,Verified,2,,,,,,,
118969,Fixed,2,,,,,,,
118970,Fixed,1,,,,,,,
118974,Fixed,2,,,,,,,
118983,Fixed,2,,,,,,,
118986,Fixed,2,,,,,,,
118995,Fixed,2,,,,,,,
118998,Verified,2,,,,,,,
119001,Fixed,2,,,,,,,
119008,Fixed,1,,,,,,,
119013,Verified,2,,,,,,,
119014,Fixed,2,,,,,,,
119029,Fixed,2,,,,,,,
119032,Fixed,2,,,,,,,
119042,Verified,2,,,,,,,
119052,WontFix,2,,,,,,,
119059,Fixed,3,,,,,,,
119068,Verified,1,,,,,,,
119073,Verified,2,,,,,,,
119080,Fixed,2,,,,,,,
119083,Fixed,1,,,,,,,
119086,Verified,2,,,,,,,
119091,Verified,1,,,,,,,
119092,Verified,1,,,,,,,
119100,Fixed,2,,,,,,,
119110,Fixed,2,,,,,,,
119113,Verified,1,,,,,,,
119115,Verified,2,,,,,,,
119119,Fixed,2,,,,,,,
119126,Fixed,2,,,,,,,
119130,Fixed,1,,,,,,,
119131,Assigned,2,,,,,,,
119135,Fixed,2,,,,,,,
119137,Started,2,,,,,,,
119150,Fixed,1,,,,,,,
119151,Fixed,2,,,,,,,
119153,Fixed,2,,,,,,,
119156,Verified,2,,,,,,,
119157,Duplicate,2,,,,,,,
119164,Duplicate,2,,,,,,,
119169,Fixed,3,,,,,,,
119170,Verified,2,,,,,,,
119173,Fixed,2,,,,,,,
119181,Verified,2,,,,,,,
119182,Fixed,1,,,,,,,
119183,Duplicate,2,,,,,,,
119184,Fixed,2,,,,,,,
119191,Fixed,2,,,,,,,
119193,Verified,3,,,,,,,
119196,Verified,1,,,,,,,
119205,Fixed,2,,,,,,,
119207,Fixed,2,,,,,,,
119212,Fixed,2,,,,,,,
119218,Verified,2,,,,,,,
119219,Fixed,2,,,,,,,
119221,Fixed,2,,,,,,,
119227,Verified,1,,,,,,,
119233,Fixed,2,,,,,,,
119236,Verified,1,,,,,,,
119237,Verified,2,,,,,,,
119238,Verified,1,,,,,,,
119244,Fixed,2,,,,,,,
119250,Fixed,1,,,,,,,
119252,Verified,2,,,,,,,
119269,Fixed,2,,,,,,,
119270,WontFix,2,,,,,,,
119276,Fixed,2,,,,,,,
119279,Fixed,3,,,,,,,
119284,Started,2,,,,,,,
119287,Fixed,2,,,,,,,
119289,Fixed,3,,,,,,,
119293,Fixed,3,,,,,,,
119295,Verified,2,,,,,,,
119298,Available,UI-Shell,,,,,,,
119308,Verified,1,,,,,,,
119310,Fixed,0,,,,,,,
119321,Fixed,2,,,,,,,
119325,Fixed,2,,,,,,,
119326,Fixed,2,,,,,,,
119329,Verified,1,,,,,,,
119336,Duplicate,2,,,,,,,
119339,Available,2,,,,,,,
119340,Verified,1,,,,,,,
119352,Verified,2,,,,,,,
119355,Verified,2,,,,,,,
119359,Fixed,2,,,,,,,
119360,Fixed,Internals,,,,,,,
119366,Fixed,2,,,,,,,
119379,Fixed,2,,,,,,,
119383,Fixed,1,,,,,,,
119388,Verified,1,,,,,,,
119389,Fixed,3,,,,,,,
119390,Fixed,2,,,,,,,
119398,Fixed,2,,,,,,,
119400,Verified,1,,,,,,,
119403,Available,3,,,,,,,
119406,Fixed,2,,,,,,,
119410,Fixed,2,,,,,,,
119411,Verified,1,,,,,,,
119413,Fixed,2,,,,,,,
119414,Fixed,1,,,,,,,
119417,Fixed,2,,,,,,,
119424,Verified,3,,,,,,,
119428,Verified,2,,,,,,,
119430,Fixed,2,,,,,,,
119437,Fixed,1,,,,,,,
119438,Assigned,2,,,,,,,
119441,Verified,1,,,,,,,
119448,Fixed,1,,,,,,,
119450,Verified,2,,,,,,,
119462,Fixed,2,,,,,,,
119465,Verified,2,,,,,,,
119467,Fixed,2,,,,,,,
119479,Fixed,1,,,,,,,
119483,Fixed,1,,,,,,,
119485,Verified,2,,,,,,,
119492,Verified,2,,,,,,,
119495,Verified,3,,,,,,,
119496,Verified,2,,,,,,,
119498,Verified,2,,,,,,,
119499,Verified,1,,,,,,,
119502,Verified,2,,,,,,,
119503,Verified,1,,,,,,,
119504,Available,2,,,,,,,
119505,Available,2,,,,,,,
119506,Verified,1,,,,,,,
119507,Verified,1,,,,,,,
119511,Untriaged,2,,,,,,,
119518,Verified,1,,,,,,,
119519,Verified,1,,,,,,,
119521,Fixed,2,,,,,,,
119528,Fixed,1,,,,,,,
119534,Verified,2,,,,,,,
119535,Fixed,2,,,,,,,
119539,Verified,1,,,,,,,
119540,Fixed,1,,,,,,,
119541,Verified,2,,,,,,,
119542,Fixed,2,,,,,,,
119543,Verified,2,,,,,,,
119546,Verified,1,,,,,,,
119549,Fixed,2,,,,,,,
119550,Started,2,,,,,,,
119551,Verified,2,,,,,,,
119552,Assigned,2,,,,,,,
119555,Assigned,2,,,,,,,
119557,Fixed,2,,,,,,,
119570,Verified,1,,,,,,,
119573,Fixed,2,,,,,,,
119580,Fixed,2,,,,,,,
119581,Fixed,2,,,,,,,
119582,Fixed,1,,,,,,,
119583,Verified,3,,,,,,,
119594,Verified,1,,,,,,,
119595,Fixed,2,,,,,,,
119596,Verified,2,,,,,,,
119601,Fixed,2,,,,,,,
119602,Fixed,2,,,,,,,
119603,Verified,2,,,,,,,
119604,Fixed,2,,,,,,,
119605,WontFix,2,,,,,,,
119607,Fixed,1,,,,,,,
119608,Verified,1,,,,,,,
119610,Assigned,2,,,,,,,
119612,Fixed,3,,,,,,,
119614,Fixed,2,,,,,,,
119615,Duplicate,2,,,,,,,
119617,Fixed,2,,,,,,,
119619,Fixed,2,,,,,,,
119620,Fixed,2,,,,,,,
119621,Fixed,2,,,,,,,
119623,Verified,2,,,,,,,
119624,Verified,2,,,,,,,
119626,Fixed,2,,,,,,,
119628,Verified,2,,,,,,,
119630,Fixed,2,,,,,,,
119636,Verified,1,,,,,,,
119639,Fixed,1,,,,,,,
119640,Verified,2,,,,,,,
119642,Fixed,3,,,,,,,
119646,Fixed,3,,,,,,,
119647,Verified,2,,,,,,,
119648,Fixed,1,,,,,,,
119653,Verified,3,,,,,,,
119657,Fixed,2,,,,,,,
119659,Fixed,2,,,,,,,
119660,WontFix,2,,,,,,,
119662,Fixed,2,,,,,,,
119667,Fixed,2,,,,,,,
119668,Fixed,2,,,,,,,
119669,Unconfirmed,2,,,,,,,
119671,Fixed,2,,,,,,,
119672,Verified,1,,,,,,,
119674,Fixed,2,,,,,,,
119677,WontFix,2,,,,,,,
119679,Verified,2,,,,,,,
119680,Verified,1,,,,,,,
119684,Verified,2,,,,,,,
119689,Duplicate,2,,,,,,,
119692,Fixed,3,,,,,,,
119700,Verified,1,,,,,,,
119701,Verified,2,,,,,,,
119702,Fixed,2,,,,,,,
119703,Verified,2,,,,,,,
119712,Verified,1,,,,,,,
119714,Fixed,2,,,,,,,
119718,WontFix,2,,,,,,,
119726,Duplicate,2,,,,,,,
119727,Fixed,2,,,,,,,
119728,Fixed,2,,,,,,,
119731,Duplicate,2,,,,,,,
119743,Verified,2,,,,,,,
119745,Verified,1,,,,,,,
119750,Duplicate,0,,,,,,,
119751,Fixed,2,,,,,,,
119753,Fixed,2,,,,,,,
119758,WontFix,2,,,,,,,
119759,Fixed,2,,,,,,,
119760,Fixed,3,,,,,,,
119761,WontFix,2,,,,,,,
119765,Fixed,2,,,,,,,
119771,Verified,2,,,,,,,
119773,Verified,1,,,,,,,
119776,Fixed,3,,,,,,,
119777,Verified,2,,,,,,,
119779,Available,2,,,,,,,
119781,Verified,0,,,,,,,
119787,Verified,1,,,,,,,
119790,Verified,2,,,,,,,
119791,Fixed,2,,,,,,,
119793,Fixed,2,,,,,,,
119794,Fixed,1,,,,,,,
119798,WontFix,2,,,,,,,
119803,Verified,2,,,,,,,
119804,Verified,1,,,,,,,
119806,Fixed,2,,,,,,,
119811,Fixed,1,,,,,,,
119813,Fixed,1,,,,,,,
119817,Fixed,3,,,,,,,
119820,Verified,1,,,,,,,
119821,Fixed,1,,,,,,,
119824,Verified,2,,,,,,,
119832,Verified,2,,,,,,,
119836,Verified,2,,,,,,,
119838,Verified,2,,,,,,,
119839,Verified,1,,,,,,,
119841,Fixed,1,,,,,,,
119843,Fixed,2,,,,,,,
119845,Fixed,2,,,,,,,
119846,Fixed,2,,,,,,,
119847,Fixed,1,,,,,,,
119848,Fixed,2,,,,,,,
119849,Fixed,2,,,,,,,
119852,Fixed,1,,,,,,,
119855,Fixed,2,,,,,,,
119858,Verified,1,,,,,,,
119861,Fixed,2,,,,,,,
119867,Fixed,2,,,,,,,
119869,Fixed,2,,,,,,,
119879,Verified,2,,,,,,,
119894,Fixed,2,,,,,,,
119897,Fixed,2,,,,,,,
119899,Verified,2,,,,,,,
119901,Fixed,2,,,,,,,
119905,Fixed,2,,,,,,,
119911,Verified,2,,,,,,,
119913,Verified,1,,,,,,,
119919,Verified,2,,,,,,,
119947,WontFix,2,,,,,,,
119948,Fixed,2,,,,,,,
119951,Fixed,1,,,,,,,
119954,Verified,2,,,,,,,
119965,Verified,1,,,,,,,
119969,Verified,2,,,,,,,
119970,Verified,1,,,,,,,
119971,Verified,2,,,,,,,
119973,Verified,1,,,,,,,
119975,Fixed,1,,,,,,,
119976,WontFix,1,,,,,,,
119977,Verified,2,,,,,,,
119981,Fixed,3,,,,,,,
119982,Verified,1,,,,,,,
119984,Verified,1,,,,,,,
119990,Fixed,2,,,,,,,
120001,Fixed,2,,,,,,,
120002,Fixed,2,,,,,,,
120003,Fixed,2,,,,,,,
120036,Verified,1,,,,,,,
120038,Fixed,1,,,,,,,
120040,Verified,1,,,,,,,
120041,Verified,2,,,,,,,
120042,Verified,2,,,,,,,
120043,Verified,2,,,,,,,
120046,Fixed,2,,,,,,,
120047,Verified,2,,,,,,,
120049,Verified,2,,,,,,,
120050,Fixed,2,,,,,,,
120057,Fixed,1,,,,,,,
120063,Verified,1,,,,,,,
120068,Available,3,,,,,,,
120069,Fixed,3,,,,,,,
120070,Available,3,,,,,,,
120075,Fixed,2,,,,,,,
120076,Fixed,1,,,,,,,
120078,Fixed,1,,,,,,,
120079,Fixed,1,,,,,,,
120087,Verified,1,,,,,,,
120090,Fixed,3,,,,,,,
120092,Verified,2,,,,,,,
120093,Verified,2,,,,,,,
120095,Verified,2,,,,,,,
120096,Verified,2,,,,,,,
